aspect,description,sentiment
issue,smooth,0.4
crash,ridiculous,-0.3333333333333333
party,clash,0.0
clash,available,0.4
country,cool,0.35
hope,american,0.0
field,new,0.13636363636363635
lobby,far many,0.3
company,acceptable,0.0
company,incomplete,0.0
campaign,perfect,1.0
thing,moist,0.0
code,main,0.16666666666666666
joke,fucking,-0.6
job,mete,0.0
load,fat,0.0
campaign,beta,0.0
campaign,really annoying,-0.8
freeze,mid,0.0
gun,sure,0.5
joke,far big,0.05
unlock,golden,0.3
warne,sometimes 3070no,0.0
cod,good,0.7
fan,quiet,0.0
mode,current,0.0
invasion,last,0.0
print,impossible,-0.6666666666666666
fix,accessible,0.375
person,good,0.7
dollar,fucking,-0.6
launch,anymore great,0.8
campaign,good,0.7
problem,negative,-0.3
point,funny,0.25
consistency,ashamed,0.0
gameplay,much,0.2
clash,annoying,-0.8
story,short,0.0
campaign,whole,0.2
balance,good,0.7
breaker,dear,0.0
system,pretty cool,0.3
start,good,0.7
mission,pretty cool,0.3
reason,arbitrary,-0.1
change,bad,-0.6999999999999998
release,several,0.0
play,middle,0.0
mode,difficult,-0.5
drop,mid,0.0
cause,great,0.8
people,small,-0.25
change,ill,-0.5
launch,bad,-0.6999999999999998
issue,big,0.0
title,honestly unbelievable,-0.25
kicking,annoying,-0.8
wish,special,0.35714285714285715
buggy,absolute,0.2
load,enough,0.0
driver,unfinished,0.0
work,great,0.8
sense,happy,0.8
driver,graphic,0.0
stuff,refreshingly new,0.13636363636363635
decade,right,0.2857142857142857
joke,usual,-0.25
element,pretty alright,0.25
history,gaze,0.0
clause,incomplete,0.0
title,full,0.35
coupon,run,0.0
gameplay,long,-0.05
example,first,0.25
loading,cinematic,0.0
audit,graphic,0.0
campaign,worth,0.3
crash,half,-0.16666666666666666
give,pathetic,-1.0
cord,whole,0.2
copy,specific,0.0
thing,clean,0.3666666666666667
bag,handful,0.0
campaign,mean,-0.3125
crash,also weird,-0.5
problem,triple,0.0
destroy,worthless,-0.8
purchase,worth,0.3
cod,far bad,-0.29999999999999993
room,optical,0.0
friend,veteran,0.0
people,really new,0.13636363636363635
course,casual,-0.5000000000000001
experience,good,0.7
show,frozen,0.0
steam,good,0.7
thing,good,0.7
order,precious,0.5
spring,clung,0.0
thing,slow,-0.30000000000000004
excuse,horrible,-1.0
cod,eyeopener,0.0
tier,terrible,-1.0
issue,shorter,0.0
purification,correct,0.0
experience,much worse,-0.4
testing,transdimensional,0.0
challenge,infernal,0.0
state,old,0.1
ton,first,0.25
kind,good,0.7
issue,good,0.7
friend,amazing,0.6000000000000001
campaign,amazing,0.6000000000000001
people,old,0.1
interface,bad,-0.6999999999999998
steam,individual,0.0
people,random,-0.5
drop,sure,0.5
map,worst,-1.0
shoot,black,-0.16666666666666666
net,ready,0.2
state,current,0.0
peak,additional,0.0
multiplayer,first,0.25
people,great,0.8
anna,good,0.7
writing,poor,-0.4
community,long,-0.05
people,beta,0.0
issue,single,-0.07142857142857142
solve,long,-0.05
alexandre,lethal,0.0
cyberpunk,almost bad,-0.6999999999999998
multiplayer,single,-0.07142857142857142
issue,graphic,0.0
option,different,0.0
finish,early,0.1
ran,especially great,1.0
moment,pretty,0.25
scene,next,0.0
activision,full,0.35
returningfocus,mediocre,-0.5
punish,fast,0.2
weapon,old,0.1
watchman,variant,0.0
bag,minor,-0.05
activision,high,0.16
baggy,albeit less common,-0.23333333333333334
body,actually crash,0.0
fun,new,0.13636363636363635
menu,small,-0.25
gameplay,negative,-0.3
party,good,0.7
ride,various,0.0
system,straight,0.2
fullrelease,especially massive,0.0
object,graphic,0.0
time,major,0.0625
clash,online,0.0
campaign,impressive,1.0
system,fun,0.3
cod,early,0.1
multiplayer,otherwise decent,0.16666666666666666
campaign,different,0.0
people,main,0.16666666666666666
building,multiple,0.0
map,many,0.5
luck,queue,0.0
decentwarzone,straight,0.2
scene,white,0.0
concern,well far,0.1
water,imp,0.0
fuck,afghan,0.0
story,totally dull,-0.2916666666666667
game,previous,-0.16666666666666666
word,last,0.0
design,much annoying,-0.8
level,stealth,0.0
survival,whole,0.2
weapon,probably previous,-0.16666666666666666
player,keybind,0.0
studio,ready,0.2
cord,bad,-0.6999999999999998
audit,present,0.0
recoil,top,0.5
map,awful,-1.0
reality,major,0.0625
point,first,0.25
donna,casual,-0.5000000000000001
weapon,perfect,1.0
killstreak,right next,0.14285714285714285
map,bad,-0.6999999999999998
offer,general,0.05000000000000002
cod,minimal,-0.1
issue,least,-0.3
gaze,stale,-0.5
sake,current,0.0
multiplayer,good,0.7
thing,strange,-0.05
chance,solo,0.0
release,slow,-0.30000000000000004
point,major,0.0625
campaign,genuinely awful,-1.0
map,insane,-1.0
force,new,0.13636363636363635
point,new,0.13636363636363635
launch,however reoptimize,0.0
part,ill,-0.5
aspect,good,0.7
1440p,ultra,0.0
60fps,steady,0.16666666666666666
cord,enjoyable,0.5
game,cold,-0.6
update,complete,0.1
people,online,0.0
buck,main,0.16666666666666666
thing,pretty fun,0.275
ghost,excellent,1.0
campaign,pretty good,0.475
story,unstoppable,0.0
playstyle,old,0.1
system,large,0.21428571428571427
family,variant,0.0
encourage,unlock,0.0
reward,really nice,0.6
throw,tactical,0.0
heart,strong,0.4333333333333333
energy,high,0.16
issue,major,0.0625
thing,close,0.0
guess,terriblydesigned,0.0
weapon,cool,0.35
friend,eventually able,0.5
option,joinable,0.0
stuff,pretty typical,0.04166666666666667
name,entirely outofgame,0.0
list,ill,-0.5
list,social,0.03333333333333333
layout,mobileesque,0.0
menu,social,0.03333333333333333
thing,good,0.7
option,favorite,0.5
way,overwhelmed,0.0
trouble,annoying,-0.8
produce,triple,0.0
state,favorite,0.5
kid,last,0.0
campaign,absolutely fantastic,0.4
reason,sure,0.5
release,original,0.375
cook,random,-0.5
owner,broad,0.0625
count,overall,0.0
cod,long,-0.05
future,advertised,0.0
mind,stupid,-0.7999999999999999
basis,good,0.7
microtransaction,bad,-0.6999999999999998
system,almost unplayable,-0.4
wish,absolute,0.2
art,bloody,-0.8
system,convoluted,0.0
girl,front,0.0
look,unplayable,-0.4
experience,second,0.0
range,uncontrollably extended,0.0
match,visual,0.0
case,main,0.16666666666666666
people,negative,-0.3
gun,good,0.7
review,positive,0.22727272727272727
change,unnecessary,-0.4
developer,negative,-0.3
system,also good,0.7
dislike,long,-0.05
gun,even fit,0.4
smile,major,0.0625
issue,plausible,0.5
style,almost punish,0.0
report,unplayable,-0.4
time,current,0.0
play,yea,0.0
cod,modern,0.2
people,great,0.8
base,bad,-0.6999999999999998
player,lucky,0.3333333333333333
suck,good,0.7
challenge,even regular,0.0
luck,tedious,-0.5
people,complete,0.1
soap,favorite,0.5
ghost,original,0.375
people,safe,0.5
multiplayer,good,0.7
multiplayer,worth,0.3
game,politic,0.0
money,wrong,-0.5
multiplayer,everyday,-0.2
problem,kill,0.0
game,grasp,0.0
money,unlock,0.0
highway,marie,0.0
name,whole,0.2
clash,new,0.13636363636363635
campaign,dry,-0.06666666666666665
person,fucking,-0.6
fun,due,-0.125
guy,mild,0.3333333333333333
enjoy,much,0.2
mode,special,0.35714285714285715
game,first,0.25
immersion,least,-0.3
angle,ready,0.2
mode,pathetic,-1.0
patience,good,0.7
miss,annoying,-0.8
caper,quick,0.3333333333333333
game,annoying,-0.8
garage,new,0.13636363636363635
lot,annoying,-0.8
mate,able,0.5
people,whole,0.2
game,last,0.0
cod,new,0.13636363636363635
multiplayer,amazing,0.6000000000000001
fix,clash,0.0
steam,middle,0.0
bug,utter,0.0
review,fair,0.7
studio,unacceptable,0.0
gameplay,fantastic,0.4
gun,terrible,-1.0
game,cold,-0.6
engage,fun,0.3
foot,good,0.7
launch,terrible,-1.0
camp,personal,0.0
campaign,painfully mid,0.0
duty,enjoyable,0.5
gun,unlock,0.0
enemy,fast,0.2
game,other,-0.125
studio,frankly unplayable,-0.4
time,racial,0.0
character,useful,0.3
experience,poor,-0.4
thing,well,0.0
launch,big,0.0
feel,good,0.7
people,previous,-0.16666666666666666
player,slow,-0.30000000000000004
cord,consistent,0.25
enemy,top,0.5
experience,constant,0.0
crash,inconsistent,0.0
patch,late,-0.3
reason,mixed,0.0
state,good,0.7
life,single,-0.07142857142857142
garage,absolute,0.2
day,pretty much,0.225
problem,constant,0.0
use,single,-0.07142857142857142
cheek,glad,0.5
people,maybe fine,0.4166666666666667
party,second,0.0
boost,loose,-0.07692307692307693
shudder,due,-0.125
player,kill,0.0
level,several,0.0
map,realistic,0.16666666666666666
use,entirely different,0.0
series,long,-0.05
campaign,amazing,0.6000000000000001
shot,high,0.16
scope,enjoyable,0.5
people,blue,0.0
check,anticheat,0.0
message,adorable,0.5
law,stable,0.0
multiplayer,perfectly stable,1.0
venus,unbreakable,0.0
people,impossible,-0.6666666666666666
experience,competitive,0.0
map,many,0.5
screen,white,0.0
crash,great,0.8
bring,terrible,-1.0
1440p,noteworthy,0.0
turn,black,-0.16666666666666666
shame,least,-0.3
dream,even fit,0.4
hawker,crouch,0.0
fact,funny,0.25
hawker,boring,-1.0
smile,pretty fun,0.275
army,last,0.0
grass,competitive,0.0
library,happy,0.8
duty,last,0.0
platform,even bad,-0.6999999999999998
problem,constant,0.0
thing,pretty decent,0.20833333333333331
mode,right available,0.34285714285714286
problem,lackluster,0.0
dollar,bad,-0.6999999999999998
dumpsterfire,even open,0.0
return,permanently,0.0
time,official,0.0
figure,good,0.7
system,minimal,-0.1
gunplay,simple,0.0
guy,stupid,-0.7999999999999999
guy,dead,-0.2
feature,many,0.5
law,bad,-0.6999999999999998
crash,easy,0.43333333333333335
anna,specifically ridiculous,-0.3333333333333333
steam,bad,-0.6999999999999998
money,unfinished,0.0
gametype,new,0.13636363636363635
duty,lootershooter,0.0
dogshit,short,0.0
gameplay,definitely worth,0.3
thing,american,0.0
politic,liberal,0.0
issue,proceed,0.0
issue,unplayable,-0.4
object,flicker,0.0
game,new,0.13636363636363635
hour,short,0.0
issue,pretty big,0.125
system,different,0.0
tax,screenthese,0.0
thing,gaze,0.0
developer,random,-0.5
franchise,bad,-0.6999999999999998
crash,total,0.0
game,technical,0.0
release,nice,0.6
purchase,astonish,0.0
bunch,gay,0.4166666666666667
campaign,various,0.0
issue,crazy,-0.6
son,graphic,0.0
graphic,beta,0.0
campaign,humble,-0.2
warne,useless,-0.5
requirement,minimum,0.0
force,reopen,0.0
start,super annoying,-0.23333333333333336
series,sure,0.5
cod,worth,0.3
campaign,definitely alone worth,0.15
fact,still slow,-0.30000000000000004
ban,initial,0.0
ban,automatic,0.0
ban,early,0.1
steam,new,0.13636363636363635
refund,right,0.2857142857142857
read,safe,0.5
issue,wrong,-0.5
activision,actual,0.0
mode,cooperative,0.0
issue,clear,0.10000000000000002
session,pretty,0.25
fix,online,0.0
people,many,0.5
fas,many,0.5
fun,total,0.0
people,slow,-0.30000000000000004
duty,dear,0.0
line,exactly smart,0.21428571428571427
people,real,0.2
clot,current,0.0
issue,own,0.6
drag,worth,0.3
mechanic,justified,0.4
money,multiple,0.0
crash,fifth,0.0
match,unite,0.0
core,unnecessary,-0.4
singleplayer,quite unfair,-0.5
gun,overall,0.0
boy,next,0.0
loadout,new,0.13636363636363635
downside,new,0.13636363636363635
player,later,0.0
spectrum,course bad,-0.6999999999999998
issue,many,0.5
multiplayer,good,0.7
crash,less,-0.16666666666666666
cause,annoyed,-0.4
thing,amazing,0.6000000000000001
issue,graphic,0.0
occasion,least payable,-0.3
rage,multiple,0.0
connection,multiple,0.0
reinstate,graphic,0.0
use,evil,-1.0
crash,happy,0.8
pacing,right,0.2857142857142857
player,other,-0.125
campaign,far,0.1
benefit,personal,0.0
hope,entire,0.0
hope,shorter,0.0
tier,put,0.0
review,least,-0.3
press,firmly base,-0.8
chicken,thin,-0.4
cream,soft,0.1
processor,top,0.5
pile,pure,0.21428571428571427
activision,dead,-0.2
release,also poor,-0.4
non,multiple,0.0
soul,free,0.4
recommend,annoying,-0.8
survival,big,0.0
mission,major,0.0625
gene,pretty decent,0.20833333333333331
tea,elastic,0.0
people,hot,0.25
multiplayer,own,0.6
temp,graphic,0.0
bag,unplayable,-0.4
break,select,0.0
clash,minor,-0.05
bomb,different,0.0
map,overloaded,0.0
stress,terrible,-1.0
wonder,truly bizarre,0.4
issue,late,-0.3
freedom,big,0.0
money,worth,0.3
campaign,worth,0.3
work,new,0.13636363636363635
future,decent,0.16666666666666666
betterstill,less,-0.16666666666666666
hobby,untilled,0.0
smile,sad,-0.5
whole,disappointing,-0.6
work,payable,0.0
friend,quick,0.3333333333333333
change,old,0.1
mw2019,nice,0.6
smile,decent,0.16666666666666666
kill,hard,-0.2916666666666667
campaign,early,0.1
people,negative,-0.3
break,way itchy,0.0
man,illegal,-0.5
op,keybind,0.0
crash,main,0.16666666666666666
choice,idiotic,-0.6666666666666666
attachment,positive,0.22727272727272727
challenge,complete,0.1
menu,good,0.7
game,long,-0.05
see,amazing,0.6000000000000001
utility,great,0.8
campaign,full,0.35
player,wrong,-0.5
company,fat,0.0
match,due,-0.125
account,unburned,0.0
friend,fast,0.2
country,evil,-1.0
campaign,dangerous,-0.6
campaign,old,0.1
time,genetic,0.0
time,hot,0.25
org,good,0.7
load,awful,-1.0
turn,literal,0.0
moment,really enjoyable,0.5
utf,fun,0.3
clue,triple,0.0
article,disappointing,-0.6
play,old,0.1
multiplayer,also often unstable,0.0
displayenemys,many,0.5
franchise,good,0.7
top,modern,0.2
bottleneck,slight,-0.16666666666666666
word,good,0.7
frame,common,-0.3
player,modern,0.2
objective,correct,0.0
look,tall,0.0
uninteresting,dull,-0.2916666666666667
enemy,active,-0.13333333333333333
change,individual,0.0
boy,completely different,0.0
weapon,easy,0.43333333333333335
hell,numbingly tedious,-0.5
design,sad,-0.5
fire,delete,0.0
refund,past,-0.25
mission,tired,-0.4
system,new,0.13636363636363635
use,entire,0.0
soldier,specific,0.0
situation,new,0.13636363636363635
feature,unnecessary,-0.4
boy,witty,0.5
level,different,0.0
review,modern,0.2
level,original,0.375
guy,major,0.0625
war,really great,0.8
month,possible,0.0
match,terrible,-1.0
idea,fine,0.4166666666666667
warinvasion,pretty fun,0.275
version,neat,0.0
clue,first,0.25
file,constant,0.0
campaign,great,0.8
fuck,stable,0.0
people,stable,0.0
convince,definitely good,0.7
menu,certain,0.21428571428571427
mode,different,0.0
gun,different,0.0
release,full,0.35
turn,far,0.1
clash,unstable,0.0
reason,unauthorized,0.0
friend,long,-0.05
right,sole,0.0
soul,poor,-0.4
fact,false,-0.4000000000000001
fix,new,0.13636363636363635
bag,however countless,0.0
issue,multiple,0.0
people,however bad,-0.6999999999999998
screen,busy,0.1
op,last,0.0
community,modern,0.2
moment,unstable,0.0
cod,good,0.7
clash,unplayable,-0.4
sound,pretty delicious,0.625
time,mentally close,-0.1
selection,compare,0.0
issue,graphic,0.0
refund,potential,0.0
experience,enjoyable,0.5
patch,whole,0.2
issue,thankful,0.0
experience,main,0.16666666666666666
distract,visual,0.0
formula,new,0.13636363636363635
end,slow,-0.30000000000000004
keep,terrible,-1.0
throat,secondary,-0.3
encourage,bad,-0.6999999999999998
people,long,-0.05
progression,artificially slow,-0.30000000000000004
signal,disengenious,0.0
grenade,regularly deadly,-0.2
cod,big,0.0
attachment,insanely confusing,-0.3
gun,attachment,0.0
buy,terrible,-1.0
time,right,0.2857142857142857
map,typical,-0.16666666666666666
footsteps,beta,0.0
ruin,single,-0.07142857142857142
player,online,0.0
team,great,0.8
failure,major,0.0625
fix,mid,0.0
class,bad,-0.6999999999999998
player,decent,0.16666666666666666
corner,new,0.13636363636363635
play,little,-0.1875
player,super slow,0.016666666666666635
hawker,full,0.35
player,long,-0.05
none,close,0.0
campaign,better,0.5
gameplay,good,0.7
market,well,0.0
purchase,advanced,0.4
original,graphic,0.0
duty,standard,0.0
launch,single,-0.07142857142857142
fas,old,0.1
code,due,-0.125
cod,bad,-0.6999999999999998
cod,good,0.7
corner,sit,0.0
performance,poor,-0.4
hope,current,0.0
hotfix,much,0.2
crash,worth,0.3
head,tiny,0.0
create,long,-0.05
thumb,many,0.5
look,amazing,0.6000000000000001
person,awesome,1.0
span,little,-0.1875
people,mass,0.0
mode,ill,-0.5
game,bad,-0.6999999999999998
caper,horrible,-1.0
banter,bexoeww3xc7bqwitty,0.0
sweat,stupid,-0.7999999999999999
gunplay,good,0.7
cord,old,0.1
matter,able,0.5
gun,new,0.13636363636363635
aim,even good,0.7
friend,bad,-0.6999999999999998
hop,potential,0.0
message,damn,0.0
campaign,absolutely ridiculous,-0.3333333333333333
pray,excellent,1.0
offer,good,0.7
op,sensational,0.6666666666666666
campaign,second,0.0
start,expensive,-0.5
banner,real,0.2
vanguard,terrible,-1.0
person,back,0.0
people,good,0.7
people,bad,-0.6999999999999998
launch,far great,0.45
people,mean,-0.3125
map,bad,-0.6999999999999998
location,terrible,-1.0
vanguard,bad,-0.6999999999999998
skin,insane,-1.0
boy,promising,0.2
cap,negative,-0.3
beta,next,0.0
failure,clash,0.0
campaign,good,0.7
mission,especially veteran,0.0
use,horrendous,0.0
barracks,classic,0.16666666666666666
match,economic,0.2
optic,double,0.0
stuff,first,0.25
report,golden,0.3
level,high,0.16
campaign,long,-0.05
box,fair,0.7
launch,great,0.8
soap,hot,0.25
text,anymore sound,0.4
fun,unbelievably fluid,0.0
pacing,familiar,0.375
remove,prone,0.0
people,horrible,-1.0
stress,right worth,0.2928571428571428
attachment,constant,0.0
challenge,emblemnameplate,0.0
option,close,0.0
log,permanent,0.0
life,guilty,-0.5
case,close,0.0
thing,false,-0.4000000000000001
people,due,-0.125
people,pretty fun,0.275
armour,decent,0.16666666666666666
release,half,-0.16666666666666666
realism,able,0.5
love,great,0.8
campaign,engaging,0.4
campaign,fairly short,0.0
design,old,0.1
campaign,early,0.1
banner,later,0.0
company,sad,-0.5
history,unacceptable,0.0
review,many,0.5
patch,pretty enjoyable,0.375
chance,main,0.16666666666666666
menu,main,0.16666666666666666
optimization,random,-0.5
aspect,frankly surprised,0.1
story,grave,0.0
hussar,illegal,-0.5
hassanaq,multiple,0.0
force,italian,0.0
boy,happy,0.8
take,low,0.0
cart,dumb,-0.375
set,well cool,0.35
fig,nearby,0.0
boy,happy,0.8
event,stupid,-0.7999999999999999
fig,less artistic,0.08333333333333333
story,lose,0.0
camaraderie,effective,0.6
group,main,0.16666666666666666
faction,new,0.13636363636363635
time,lazy,-0.25
boy,happy,0.8
missile,happy,0.8
play,similar,0.0
reasoning,little,-0.1875
reasoning,grave,0.0
follow,unable,-0.5
city,tractable,0.0
degree,slow,-0.30000000000000004
stab,random,-0.5
shatter,terrible,-1.0
retarded,straight,0.2
point,armed,0.0
helmet,many,0.5
boss,graphic,0.0
knife,tough,-0.3888888888888889
fun,smooth,0.4
challenge,constant,0.0
warfare,modern,0.2
donna,single,-0.07142857142857142
platform,last,0.0
make,horrible,-1.0
graphics,bad,-0.6999999999999998
joke,huge,0.4000000000000001
stop,new,0.13636363636363635
course,single,-0.07142857142857142
campaign,really good,0.7
party,really bad,-0.6999999999999998
fun,black,-0.16666666666666666
quality,kind sad,0.04999999999999999
movement,classic,0.16666666666666666
menu,major,0.0625
time,fucking,-0.6
weapon,absolutely terrible,-1.0
people,large,0.21428571428571427
community,long,-0.05
system,traditional,0.0
stop,double,0.0
mircotransaction,free,0.4
path,random,-0.5
bag,full,0.35
shit,actual,0.0
game,worth,0.3
steam,almost half,-0.16666666666666666
player,round,-0.2
person,queue,0.0
requirement,fully accurate,0.4000000000000001
people,good,0.7
